Gene Id	SEQC-A TaqMan mean	SEQC-B TaqMan mean
ENSG00000152284	0.28554284	0.06041603
ENSG00000152291	0.70252987	0.89110053
ENSG00000152464	0.341668115	0.252026835
ENSG00000152503	0.017694945	0.079845995
ENSG00000152518	2.77817696	0.881564845
ENSG00000152583	0.101852625	26.340510005
ENSG00000152595	0.00044329	0.02724789
ENSG00000152683	0.19637497	0.106437875
ENSG00000152785	0.00051	0.00710144
ENSG00000152822	0.00348627	0.489808495
ENSG00000153002	0.00042771	0.000757095
ENSG00000153395	1.21185862	0.42660824
ENSG00000154146	0.276589995	16.398617665
ENSG00000154485	0.00052984	0.003978885
ENSG00000154620	0.003689955	0.01674596
ENSG00000154678	0.25713449	1.103616495
ENSG00000154975	0.007345185	1.922353685
ENSG00000155090	0.826409735	0.165500045
ENSG00000155189	0.70514491	0.48699804
ENSG00000155897	0.04712225	0.190221015
ENSG00000155957	0.54383746	0.409466575
ENSG00000156006	0.00050608	0.00047983
ENSG00000156076	0.00065954	0.17615328
ENSG00000156265	0.00224733	0.00322369
ENSG00000156299	0.174864735	3.064013335
ENSG00000156639	0.746239545	0.532508155
ENSG00000156735	0.24376711	0.245347235
ENSG00000156983	0.32716463	0.30703798
ENSG00000157219	0.001604345	0.180297585
ENSG00000157404	0.06143603	0.59011948
ENSG00000157445	0.012440585	0.24260051
ENSG00000157456	2.71780792	0.01578431
ENSG00000157601	0.102729905	0.333761965
ENSG00000157796	0.061439065	0.113672565
ENSG00000157890	0.000649435	0.034334455
ENSG00000158092	0.224129665	0.127816355
ENSG00000158161	0.14437672	0.067887325
ENSG00000158164	0.19751326	0.004435595
ENSG00000158497	0.00044329	0.00048363
ENSG00000158825	0.09913385	0.020763355
ENSG00000159202	0.83644391	0.73075607
ENSG00000159339	0.00068204	0.00072691
ENSG00000159423	0.259654015	0.30608244
ENSG00000159784	0.009533285	0.49250273
ENSG00000160007	0.59439605	0.918441225
ENSG00000160049	0.847999885	0.29789085
ENSG00000160145	0.00524634	0.330386675
ENSG00000160182	0.85397424	0.00040849
ENSG00000160194	0.34918736	0.32628061
ENSG00000160211	1.788313155	0.478833335
ENSG00000160294	0.303262155	0.17359433
ENSG00000160460	0.002711965	0.342851565
ENSG00000160789	5.855512645	0.899727195
ENSG00000160868	0.001480155	0.00040984
ENSG00000160870	0.002248495	0.00032397
ENSG00000160957	0.00037878	0.00040849
ENSG00000161281	0.002263365	0.46819751
ENSG00000161542	0.38357604	0.226419995
ENSG00000161558	0.060016215	0.040965895
ENSG00000161634	0.00038713	0.00040984
ENSG00000161649	0.00046296	0.00046434
ENSG00000161905	0.00474594	0.00048939
ENSG00000161981	0.725971315	0.697512695
ENSG00000162174	0.10947965	0.43032483
ENSG00000162267	0.229682675	0.002271705
ENSG00000162374	0.003307745	0.84927879
ENSG00000162434	0.942401975	1.364624065
ENSG00000162520	0.061999255	0.015182425
ENSG00000162552	0.007803035	0.012855205
ENSG00000162692	0.037776755	0.023371525
ENSG00000162928	0.25231174	0.194235365
ENSG00000162931	0.01958016	0.19616787
ENSG00000162989	0.014409855	0.80584056
ENSG00000162992	0.00384084	1.293815905
ENSG00000163050	0.15345577	0.25303065
ENSG00000163161	0.47563469	0.35120108
ENSG00000163221	0.000681085	0.03947069
ENSG00000163235	0.0427668	0.08862796
ENSG00000163295	0.025458255	0.00048939
ENSG00000163406	0.01547684	0.111712645
ENSG00000163513	0.79425382	0.334301315
ENSG00000163521	0.08859974	0.04413513
ENSG00000163536	0.107884005	4.42831047
ENSG00000163541	0.577781635	0.60426719
ENSG00000163586	1.47720048	0.00324182
ENSG00000163703	0.077041735	0.20705091
ENSG00000163798	0.3345946	0.47166814
ENSG00000163814	0.13019896	0.008120185
ENSG00000163815	0.00252871	0.012805665
ENSG00000163818	0.310268105	0.41793767
ENSG00000163820	0.244233555	0.12532054
ENSG00000163867	0.00822979	0.004850075
ENSG00000163993	0.4338006	0.002538355
ENSG00000164106	0.012726295	2.506453285
ENSG00000164111	6.96109239	1.17929398
ENSG00000164451	0.005678445	0.00040228
ENSG00000164494	0.023619305	0.01201074
ENSG00000164626	0.121771365	0.000904805
ENSG00000164690	0.015009335	0.018635375
ENSG00000164754	2.901659475	1.75982819
ENSG00000164761	0.93318677	0.066480195
ENSG00000164885	0.587443165	0.95902612
ENSG00000164961	0.10886607	0.08836107
ENSG00000165023	0.0118941	2.374453365
ENSG00000165029	0.17595251	0.09754042
ENSG00000165304	0.50822915	0.000642725
ENSG00000165392	0.13798782	0.037473635
ENSG00000165416	1.170014225	1.657674375
ENSG00000165417	0.24077362	0.461337935
ENSG00000165458	0.71203468	0.14773412
ENSG00000165553	0.000792	0.08459001
ENSG00000165699	0.406691345	0.35344596
ENSG00000165704	1.364878895	1.245197815
ENSG00000165887	0.00056997	0.00119198
ENSG00000165973	0.001254715	0.208183665
ENSG00000166033	0.0809429	0.293298865
ENSG00000166396	0.00288229	0.00040849
ENSG00000166479	0.15640275	0.172522885
ENSG00000166510	0.015410585	0.01794893
ENSG00000166598	2.337777415	0.70378407
ENSG00000166710	21.496750905	8.591153145
ENSG00000166803	1.402226075	0.00581625
ENSG00000166888	0.373956645	0.14396793
ENSG00000167157	0.23592606	0.00462498
ENSG00000167196	0.459643745	0.186678065
ENSG00000167244	10.37991265	0.083633075
ENSG00000167286	0.773345985	0.00118887
ENSG00000167635	0.35893258	0.23737543
ENSG00000167657	0.194863905	0.20499723
ENSG00000167720	0.034062185	0.052583095
ENSG00000167900	1.18038784	0.01540467
ENSG00000167916	0.00044329	0.001494305
ENSG00000167977	0.28624321	0.12140006
ENSG00000168002	0.21372508	0.098882445
ENSG00000168036	4.006728155	2.162449445
ENSG00000168040	0.42450036	0.14324537
ENSG00000168078	0.47334618	0.000500895
ENSG00000168124	0.003827355	0.01215085
ENSG00000168148	0.01568454	0.009674075
ENSG00000168216	0.249486315	1.04303746
ENSG00000168259	0.20168533	0.190288795
ENSG00000168309	0.04144821	7.284709825
ENSG00000168385	2.87342462	2.2888576
ENSG00000168394	0.442863055	0.322109605
ENSG00000168938	0.45957966	0.07160839
ENSG00000169006	0.000864045	0.12396884
ENSG00000169047	0.23465309	0.16504215
ENSG00000169194	0.00049723	0.000869545
ENSG00000169371	0.20895548	0.196475875
ENSG00000169393	0.01806616	0.00040984
ENSG00000169398	0.66496604	1.048554415
ENSG00000169413	0.425736755	0.0724801
ENSG00000169429	0.581630265	0.01581492
ENSG00000169432	0.015409615	0.006359185
ENSG00000169495	0.000450065	0.00048363
ENSG00000169676	0.051343815	0.039680605
ENSG00000169696	0.074358535	0.07499208
ENSG00000169738	0.34916561	0.502567515
ENSG00000169814	0.1021568	0.247237515
ENSG00000169860	0.05764846	0.06844769
ENSG00000169918	0.004010155	0.40157801
ENSG00000170323	0.00042771	0.005108375
ENSG00000170425	0.112777415	0.056624675
ENSG00000170430	0.224798455	0.278133245
ENSG00000170537	0.101502305	0.3098985
ENSG00000170745	0.018131035	0.01746443
ENSG00000170925	0.000659015	0.00046434
ENSG00000171033	0.060517745	0.54774998
ENSG00000171223	1.38378772	0.67927684
ENSG00000171241	0.096968445	0.004005875
ENSG00000171365	0.063582295	0.03006228
ENSG00000171509	0.00086833	0.094386285
ENSG00000171564	0.43335392	0.00033122
ENSG00000171711	0.0005469	0.00032397
ENSG00000171793	1.088177705	0.144024445
ENSG00000171811	0.0027824575	0.0332141075
ENSG00000171819	0.00038451	0.001349825
ENSG00000171824	0.36968708	0.2229004
ENSG00000171853	0.35502268	0.427687395
ENSG00000171956	0.00113125	0.00040984
ENSG00000172071	0.19988713	0.119853715
ENSG00000172172	0.479486125	0.137620365
ENSG00000172209	0.05179117	0.28270554
ENSG00000172238	0.006859195	0.00048939
ENSG00000172409	0.115771695	0.05441275
ENSG00000172534	0.455749675	0.215606725
ENSG00000172733	0.02555467	0.21859638
ENSG00000172775	0.163211065	0.208516055
ENSG00000172869	0.130370745	0.293210215
ENSG00000173110	0.054619455	0.09084876
ENSG00000173208	0.007891355	0.32120121
ENSG00000173406	0.003243935	0.05050465
ENSG00000173503	0.00177849	0.00439117
ENSG00000173698	0.00586649	0.00100046
ENSG00000173992	0.474784865	0.44448783
ENSG00000174015	0.00049585	0.00049016
ENSG00000175224	0.5380266	0.94215245
ENSG00000175264	0.02447171	0.88107342
ENSG00000175336	0.007883695	0.00048939
ENSG00000175348	0.07287193	0.200026265
ENSG00000175445	0.0462307	0.354137235
ENSG00000175535	0.00050608	0.00064267
ENSG00000175575	0.05805603	0.077852305
ENSG00000175866	0.077776215	0.928696965
ENSG00000176076	0.01323714	0.08748851
ENSG00000176124	0.32109381	0.14100345
ENSG00000176390	0.1404186	0.06266737
ENSG00000176749	0.094852305	2.72617242
ENSG00000176782	0.0005469	0.00032397
ENSG00000176783	0.161825365	0.11694994
ENSG00000176890	1.047890315	0.037689705
ENSG00000176928	0.04075301	0.12460949
ENSG00000177294	0.000812195	0.00147043
ENSG00000177463	0.59927852	0.87727824
ENSG00000177606	0.80126415	0.641567695
ENSG00000178031	0.047447265	0.017045335
ENSG00000178401	0.072318075	0.01071779
ENSG00000178568	0.02156933	0.450120965
ENSG00000178591	0.00038713	0.00040984
ENSG00000178607	0.40992532	0.064829795
ENSG00000178662	0.00327744	0.430576755
ENSG00000178828	0.017228945	0.000493825
ENSG00000178966	0.024282635	0.011671425
ENSG00000179094	0.171108065	0.39406461
ENSG00000179218	19.783691325	7.451389375
ENSG00000179477	0.00707662	0.0006981
ENSG00000180209	0.00167672	0.000951265
ENSG00000180245	0.00049585	0.00049016
ENSG00000180447	0.455172765	0.195573585
ENSG00000180532	0.00199439	0.00109154
ENSG00000180660	0.0279206	0.715871145
ENSG00000181722	0.111648145	0.69918415
ENSG00000181856	0.038804145	0.03090717
ENSG00000181896	0.182719695	0.06715055
ENSG00000182187	0.00042771	0.00032397
ENSG00000182551	0.500268615	0.29734772
ENSG00000182578	0.00225561	0.1791529
ENSG00000182631	0.003335935	0.00295367
ENSG00000183258	0.279478905	0.18553679
ENSG00000183486	0.09548038	0.00679433
ENSG00000183625	0.03298307	0.00062926
ENSG00000183837	0.013408595	0.33022472
ENSG00000184208	0.03042523	0.029136995
ENSG00000184524	0.051760435	3.467179295
ENSG00000184640	8.852964635	3.404105045
ENSG00000185245	0.00049723	0.00047418
ENSG00000185254	0.00042771	0.00032397
ENSG00000185432	0.11063811	0.29825893
ENSG00000185615	0.079482075	0.507086205
ENSG00000185624	8.205658575	1.090302205
ENSG00000185920	0.060500785	0.154481645
ENSG00000185985	0.00042771	0.00032397
ENSG00000186184	0.121821065	0.04097445
ENSG00000186205	0.170688235	0.126106115
ENSG00000186231	0.015641325	0.64373179
ENSG00000186298	3.28761451	1.69587454
ENSG00000186310	0.04130103	1.587458735
ENSG00000186951	0.137762285	0.110626565
ENSG00000187048	0.00042771	0.00249548
ENSG00000187323	0.00164474	0.09495157
ENSG00000187730	0.00805506	1.247378905
ENSG00000188257	0.087524045	0.002991965
ENSG00000188338	0.17492905	0.25134987
ENSG00000188641	0.190829975	0.06397189
ENSG00000188785	0.11794408	0.14997916
ENSG00000189037	0.00370291	0.00040984
ENSG00000196092	0.003399045	0.00049016
ENSG00000196104	0.005008385	0.93157716
ENSG00000196305	0.42513726	0.14504364
ENSG00000196323	0.214051485	0.24712755
ENSG00000196329	0.002455995	0.036044275
ENSG00000196345	0.004338665	0.01348255
ENSG00000196352	1.29277401	0.112164525
ENSG00000196368	0.048074645	0.12957817
ENSG00000196381	0.02190348	0.09507834
ENSG00000196387	0.018169445	0.02481512
ENSG00000196420	0.00279965	0.00112641
ENSG00000196511	0.027108075	0.102904145
ENSG00000196544	0.039330555	0.057435375
ENSG00000196611	0.14605224	0.00047983
ENSG00000196811	0.00042771	0.00032397
ENSG00000196839	2.24800771	0.095501375
ENSG00000197056	0.221066245	0.069567
ENSG00000197081	0.323387305	0.08667359
ENSG00000197208	0.006959605	0.00361967
ENSG00000197299	0.220493935	0.046791085
ENSG00000197329	0.16433018	0.32220575
ENSG00000197408	0.00042771	0.00053682
ENSG00000197442	0.08816378	0.45371114
ENSG00000197446	0.00042771	0.00032397
ENSG00000197535	0.230857755	2.13036586
ENSG00000197540	0.01600672	0.00054131
ENSG00000197632	0.138756105	0.00040849
ENSG00000197635	0.07883005	0.02306988
ENSG00000197746	4.13512755	0.599334
ENSG00000197838	0.00042771	0.00032397
ENSG00000198088	0.082657015	0.00296838
ENSG00000198171	0.30319455	0.507360825
ENSG00000198315	0.087149275	0.079246265
ENSG00000198380	1.160796815	0.56582361
ENSG00000198563	2.375320515	1.771515645
ENSG00000198625	0.390688445	0.24893632
ENSG00000198798	0.00284715	0.00047983
ENSG00000198816	0.28617493	0.803192795
ENSG00000198822	0.00174762	0.415904435
ENSG00000198851	0.603933825	0.00274081
ENSG00000198925	0.57120457	0.778537665
ENSG00000203623	0.347239555	0.290461325
ENSG00000204290	0.00038451	0.00040228
ENSG00000204439	0.347239555	0.290461325
ENSG00000204650	0.08574333	0.2386509
ENSG00000204856	0.23481557	0.24175077
ENSG00000205220	0.21991565	0.14393184
ENSG00000206075	0.041315765	0.00040849
ENSG00000206297	0.442863055	0.322109605
ENSG00000214021	0.24174898	0.152459435
ENSG00000214193	0.346289015	0.200115035
ENSG00000215251	0.200546065	0.22441218
ENSG00000221819	0.10030957	0.058005535
ENSG00000221829	0.591733545	0.075226485
ENSG00000221946	0.007604785	1.536818785
ENSG00000221978	1.079699785	0.73467198
ENSG00000223919	0.00177849	0.00439117
ENSG00000224212	0.442863055	0.322109605
ENSG00000224242	0.00038451	0.00040228
ENSG00000224748	0.442863055	0.322109605
ENSG00000224770	0.00038451	0.00040228
ENSG00000225412	0.00038451	0.00040228
ENSG00000225845	0.00038451	0.00040228
ENSG00000226103	0.347239555	0.290461325
ENSG00000226127	0.00038451	0.00040228
ENSG00000226173	0.442863055	0.322109605
ENSG00000226275	0.00177849	0.00439117
ENSG00000226531	0.347239555	0.290461325
ENSG00000226979	0.00177849	0.00439117
ENSG00000227137	0.00643211	0.00049016
ENSG00000227816	0.442863055	0.322109605
ENSG00000228177	0.347239555	0.290461325
ENSG00000228435	0.347239555	0.290461325
ENSG00000229597	0.00038451	0.00040228
ENSG00000229741	0.00038451	0.00040228
ENSG00000230279	0.00177849	0.00439117
ENSG00000230705	0.442863055	0.322109605
ENSG00000230742	0.00643211	0.00049016
ENSG00000231408	0.00177849	0.00439117
ENSG00000232367	0.442863055	0.322109605
ENSG00000233046	0.00643211	0.00049016
ENSG00000235360	0.347239555	0.290461325
ENSG00000238130	0.00177849	0.00439117
ENSG00000239672	3.35071616	1.35883906
ENSG00000239713	0.057451445	0.01016276
ENSG00000240130	0.00643211	0.00049016
ENSG00000240972	29.35979606	10.423094945
ENSG00000242265	0.00044329	0.00048363
ENSG00000242289	0.00643211	0.00049016
ENSG00000243147	0.477111565	0.43528028
ENSG00000243441	0.00643211	0.00049016
ENSG00000243729	0.00643211	0.00049016
ENSG00000244165	0.130747025	0.072442585
ENSG00000249961	0.00038713	0.00040984
ENSG00000254685	0.06880924	0.171510255
ENSG00000256294	0.00874207	0.012291475
ENSG00000256683	0.05819532	0.135596125
ENSG00000257335	0.003288155	0.003700725
ENSG00000258529	0.293255165	0.207540085
ENSG00000259494	0.35257825	0.30188721
ENSG00000260027	0.14439019	0.001230365
ENSG00000261609	0.177618275	0.344935225
ENSG00000268104	0.07008687	0.00046434
ENSG00000268194	0.019244305	0.000430285
ENSG00000269404	0.00760072	0.000490835
ENSG00000272000	0.00206647	0.00092126
ENSG00000272532	0.00206647	0.00092126
ENSG00000273686	21.496750905	8.591153145
ENSG00000275211	0.00206647	0.00092126
ENSG00000275714	0.069126835	0.017455545
ENSG00000276582	0.000948675	0.00048939
ENSG00000276701	29.35979606	10.423094945
ENSG00000276781	0.011156285	2.922267245
ENSG00000277401	0.18211427	0.176711755
ENSG00000277656	0.057187065	0.05429144
ENSG00000277848	0.000649435	0.034334455
ENSG00000278088	0.00206647	0.00092126
ENSG00000278183	0.432093375	0.046411915
ENSG00000278216	0.02883201	0.00040984
LRG_1	0.55427886	0.01079845
LRG_111	0.43201891	0.3911975
LRG_130	0.343114635	2.071282285
LRG_135	0.096609115	0.064597595
LRG_142	4.39167782	7.55071386
LRG_145	0.00499523	0.00032397
LRG_147	0.10786913	0.00047418
LRG_148	1.788313155	0.478833335
LRG_156	0.23489568	0.161070255
LRG_16	2.24800771	0.095501375
LRG_17	0.00038451	0.00040228
LRG_20	0.220493935	0.046791085
LRG_228	0.42450036	0.14324537
LRG_242	0.177618275	0.344935225
LRG_254	5.855512645	0.899727195
LRG_274	0.438031025	0.131347475
LRG_293	0.213428345	0.003272605
LRG_301	0.698204165	0.028424615
LRG_307	0.06143603	0.59011948
LRG_309	0.405280175	0.226873365
LRG_321	2.53133567	0.230734145
LRG_362	0.79582357	0.19579405
LRG_369	0.015409615	0.006359185
LRG_37	0.773345985	0.00118887
LRG_38	0.603933825	0.00274081
LRG_406	0.35756825	0.2116074
LRG_447	0.004699865	0.000470555
LRG_457	0.000858225	0.09345711
LRG_462	0.47563469	0.35120108
LRG_464	0.46362601	0.438752445
LRG_490	3.953047795	0.44394002
LRG_499	0.591733545	0.075226485
LRG_517	0.375279295	0.19524607
LRG_524	0.13798782	0.037473635
LRG_531	0.769627585	0.01410906
LRG_537	0.025440945	0.04244824
LRG_6	0.0880579	6.133439865
LRG_612	0.26324201	0.34397621
LRG_652	2.21903274	3.207877045
LRG_669	0.014888955	1.613366075
LRG_675	0.14265667	0.00179848
LRG_722	0.190829975	0.06397189
LRG_723	11.66684171	3.537505845
LRG_77	0.131779455	0.14978708
LRG_787	1.160796815	0.56582361
LRG_83	1.23529826	0.011201085
LRG_86	0.230857755	2.13036586
LRG_97	0.153478	0.010739535
